"Method","Time (ms)","Avg. Time (ms)","Own Time (ms)","Count"
"org.apache.derby.impl.store.raw.data.BaseDataFileFactory.openContainer(RawTransaction, ContainerKey, LockingPolicy, int) BaseDataFileFactory.java","1670","0.1","40","8906"
"org.apache.derby.iapi.services.io.FormatIdOutputStream.writeObject(Object) FormatIdOutputStream.java","1665","< 0.1","175","25798"
"org.apache.derby.impl.store.raw.data.LoggableActions.doAction(RawTransaction, BasePage, Loggable) LoggableActions.java","1655","0.7","16","2294"
"java.lang.Thread.run() Thread.java","1632","816","0","2"
"org.apache.derby.impl.services.daemon.BasicDaemon.run() BasicDaemon.java","1632","1632","0","1"
"org.apache.derby.impl.services.daemon.BasicDaemon.work(boolean) BasicDaemon.java","1625","2","0","593"
"org.apache.derby.impl.services.daemon.BasicDaemon.serviceClient(ServiceRecord) BasicDaemon.java","1601","2","0","721"
"org.apache.derby.impl.drda.DRDAConnThread.writeSQLDOPTGRP(ResultSetMetaData, ParameterMetaData, int, boolean) DRDAConnThread.java","1591","0.3","76","4176"
"org.apache.derby.impl.store.access.RAMTransaction.openConglomerate(Conglomerate, boolean, int, int, int, StaticCompiledOpenConglomInfo, DynamicCompiledOpenConglomInfo) RAMTransaction.java","1589","0.3","46","5126"
"org.apache.derby.impl.store.access.RAMTransaction.openScan(long, boolean, int, int, int, FormatableBitSet, DataValueDescriptor[], int, Qualifier[][], DataValueDescriptor[], int) RAMTransaction.java","1553","0.8","13","1827"
"org.apache.derby.impl.sql.compile.InsertNode.generate(ActivationClassBuilder, MethodBuilder) InsertNode.java","1538","13","4","118"
"org.apache.derby.impl.services.locks.ConcurrentPool.lockObject(CompatibilitySpace, Object, Lockable, Object, int) ConcurrentPool.java","1528","0.1","55","12342"
"org.apache.derby.impl.store.raw.log.LogRecord.writeExternal(ObjectOutput) LogRecord.java","1524","0.2","68","7570"
"org.apache.derby.impl.store.access.heap.HeapPostCommit.performWork(ContextManager) HeapPostCommit.java","1523","3","0","448"
"org.apache.derby.iapi.services.io.ArrayInputStream.read() ArrayInputStream.java","1521","< 0.1","1521","707138"
"org.apache.derby.impl.store.access.heap.HeapController.doInsert(DataValueDescriptor[]) HeapController.java","1497","4","4","342"
"org.apache.derby.impl.sql.compile.DMLModStatementNode.getResultColumnList() DMLModStatementNode.java","1496","12","0.6","118"
"org.apache.derby.impl.sql.compile.DMLModStatementNode.getResultColumnList(ResultColumnList) DMLModStatementNode.java","1496","12","2","118"
"org.apache.derby.impl.services.locks.AbstractPool.lockObject(CompatibilitySpace, Object, Lockable, Object, int) AbstractPool.java","1472","0.1","86","12342"
"org.apache.derby.impl.sql.catalog.DataDictionaryImpl.getColumnDescriptorsScan(TableDescriptor) DataDictionaryImpl.java","1459","8","1","181"
